shock_id,date,end_date,level,county,policy_name,policy_type,description,enforcement_channel,behavioral_channel,severity,source,notes,shock_year,disruption_county,disruption_year,disruption_score,disruption_classification,disruption_direction
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Marin County,2019,0.1111084516543346,minor_disruption,neutral
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Merced County,2019,0.3278277554120692,moderate_disruption,progressive
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Monterey County,2019,0.3579999998427446,moderate_disruption,traditional
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Orange County,2019,0.1728837781484349,minor_disruption,progressive
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Placer County,2019,0.0,stable,neutral
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Sacramento County,2019,0.3688277554120692,moderate_disruption,traditional
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,San Luis Obispo County,2019,0.184180656365655,minor_disruption,neutral
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,San Mateo County,2019,0.1549434153073796,minor_disruption,traditional
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Santa Barbara County,2019,0.4674999999991504,moderate_disruption,traditional
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Santa Clara County,2019,0.2666666666666666,moderate_disruption,neutral
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Sonoma County,2019,0.0,stable,neutral
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Stanislaus County,2019,0.3095456948702045,moderate_disruption,neutral
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Ventura County,2019,0.2328813808345857,minor_disruption,traditional
sb_1391_juvenile_transfer_ban,2019-01-01,,statewide,All,SB 1391 (Juvenile Transfer Ban for 14-15 Year Olds),legislation,Prohibited transfer of juveniles aged 14-15 to adult court except in narrow federal prosecution circumstances,charging,public_safety_perception,moderate,Cal. Welf. & Inst. Code § 707; SB 1391 (2018),,2019,Yuba County,2019,0.15,minor_disruption,neutral
boudin_sf_takes_office,2020-01-08,2022-07-08,county,San Francisco County,Chesa Boudin Sworn In as SF DA,da_directive,"Day-one directives: ended cash bail requests, banned gang enhancements, stopped prosecuting quality-of-life crimes, launched caregiver parent diversion program, ended pretextual stop prosecutions",charging,quality_of_life_enforcement,major,"SF DA inauguration, Jan 8, 2020; SFDA press releases","Recalled June 7, 2022; left office July 8, 2022",2020,San Francisco County,2020,0.5718320242103743,significant_disruption,progressive
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Los Angeles County,2020,0.3327184580291211,moderate_disruption,progressive
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Alameda County,2020,0.298351807082973,moderate_disruption,progressive
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Contra Costa County,2020,0.5299299639636702,significant_disruption,progressive
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Madera County,2020,0.3704186259220448,moderate_disruption,neutral
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Marin County,2020,0.4180028937209956,moderate_disruption,traditional
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Merced County,2020,0.2017108441836251,minor_disruption,neutral
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Monterey County,2020,0.2741449427476001,moderate_disruption,traditional
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Orange County,2020,0.2331658335374912,minor_disruption,progressive
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Placer County,2020,0.413537952290148,moderate_disruption,progressive
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Riverside County,2020,0.4588542418454115,moderate_disruption,traditional
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,San Bernardino County,2020,0.2666666666666666,moderate_disruption,neutral
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,San Diego County,2020,0.4087608740818611,moderate_disruption,progressive
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,San Francisco County,2020,0.5718320242103743,significant_disruption,progressive
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,San Luis Obispo County,2020,0.3218176310403216,moderate_disruption,progressive
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,San Mateo County,2020,0.270572564257182,moderate_disruption,traditional
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Santa Barbara County,2020,0.3593804086491497,moderate_disruption,progressive
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Sonoma County,2020,0.3953773544473457,moderate_disruption,traditional
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Stanislaus County,2020,0.3849249219851726,moderate_disruption,traditional
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Tulare County,2020,0.3699659824658208,moderate_disruption,neutral
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Ventura County,2020,0.2093489607626925,minor_disruption,progressive
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Yolo County,2020,0.4585387025027836,moderate_disruption,progressive
zero_bail_statewide,2020-04-13,2020-06-20,statewide,All,CA Judicial Council Statewide Zero-Bail Emergency Order,judicial_order,"Set bail at $0 for most misdemeanors and lower-level felonies statewide to reduce jail populations during COVID-19; reduced jail population by 20,000+",bail,public_safety_perception,major,"CA Judicial Council Emergency Rule (adopted Apr 6, effective Apr 13, 2020)","Seven counties (44% of CA population) adopted county-level zero-bail ~1-3 weeks before statewide order. Statewide order rescinded June 20, 2020, but many counties continued locally.",2020,Yuba County,2020,0.4853804086491497,moderate_disruption,progressive
la_zero_bail_extension,2020-06-20,2022-07-01,county,Los Angeles County,LA County Zero-Bail Extension Beyond Statewide Order,judicial_order,"LA County continued emergency zero-bail schedule after statewide order rescinded June 20, 2020; pandemic-era zero bail remained until July 1, 2022",bail,public_safety_perception,significant,LA Superior Court emergency bail orders (2020-2022),"Reinstated May 24, 2023 by Judge Riff ruling; new bail schedule effective Oct 1, 2023",2020,Los Angeles County,2020,0.3327184580291211,moderate_disruption,progressive
gascon_la_takes_office,2020-12-07,2024-12-03,county,Los Angeles County,George Gascón Sworn In as LA DA — Day-One Directives,da_directive,"Issued sweeping Special Directives 20-06 through 20-14 on day one: eliminated cash bail presumption, banned sentencing enhancements and three-strikes allegations, ended death penalty, reformed juvenile transfer, launched resentencing review",charging,public_safety_perception,major,"LA DA Special Directives 20-06 to 20-14 (Dec 7-8, 2020)","Nathan Hochman took office Dec 3, 2024, reversing most directives",2020,Los Angeles County,2020,0.3327184580291211,moderate_disruption,progressive
gascon_la_sd_20_07_bail,2020-12-07,,county,Los Angeles County,Gascón SD 20-07: Pretrial Release,da_directive,Presumption of pretrial release for all defendants; prosecutors directed never to request cash bail,bail,public_safety_perception,major,"LA DA Special Directive 20-07 (Dec 7, 2020)",,2020,Los Angeles County,2020,0.3327184580291211,moderate_disruption,progressive
gascon_la_sd_20_08_enhancements,2020-12-08,,county,Los Angeles County,Gascón SD 20-08: Sentencing Enhancements Ban,da_directive,Directed prosecutors not to file sentencing enhancements or three-strikes allegations in most cases; superseded existing Legal Policies Manual,enhancements,public_safety_perception,major,"LA DA Special Directive 20-08 (Dec 8, 2020)",,2020,Los Angeles County,2020,0.3327184580291211,moderate_disruption,progressive
gascon_la_amended_enhancements,2020-12-18,,county,Los Angeles County,Gascón Amended Directive on Sentencing Enhancements,da_directive,Amended SD 20-08 after legal challenges; retained core ban on enhancements with limited exceptions for certain violent offenses,enhancements,public_safety_perception,significant,"LA DA press release, Dec 18, 2020",,2020,Los Angeles County,2020,0.3327184580291211,moderate_disruption,progressive
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Los Angeles County,2021,0.3278928516508583,moderate_disruption,progressive
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Alameda County,2021,0.1898174786124187,minor_disruption,progressive
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Contra Costa County,2021,0.2657242785218356,moderate_disruption,neutral
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Fresno County,2021,0.1723839763959006,minor_disruption,traditional
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Inyo County,2021,0.5731613901984179,significant_disruption,traditional
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Madera County,2021,0.2195693109495442,minor_disruption,neutral
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Marin County,2021,0.4305480892723758,moderate_disruption,progressive
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Merced County,2021,0.3660891995293273,moderate_disruption,progressive
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Monterey County,2021,0.4191778624455203,moderate_disruption,progressive
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Orange County,2021,0.4486058733412219,moderate_disruption,progressive
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Placer County,2021,0.390510248791844,moderate_disruption,progressive
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Sacramento County,2021,0.2692023551943975,moderate_disruption,neutral
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,San Bernardino County,2021,0.3033809909849271,moderate_disruption,progressive
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,San Diego County,2021,0.5859999996839692,significant_disruption,progressive
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,San Francisco County,2021,0.3576662530479708,moderate_disruption,progressive
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,San Luis Obispo County,2021,0.2660272464635183,moderate_disruption,neutral
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,San Mateo County,2021,0.2243491595258324,minor_disruption,progressive
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Santa Barbara County,2021,0.4022549981013539,moderate_disruption,traditional
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Santa Clara County,2021,0.3494277084647622,moderate_disruption,traditional
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Sonoma County,2021,0.2788626661391268,moderate_disruption,progressive
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Stanislaus County,2021,0.303928473840103,moderate_disruption,traditional
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Sutter County,2021,0.2897363050851087,moderate_disruption,traditional
ab_1950_probation_reform,2021-01-01,,statewide,All,AB 1950 (Probation Term Limits),legislation,Capped felony probation at 2 years (from 3-5) and misdemeanor probation at 1 year (from 3); applied retroactively to those currently on probation,supervision,public_safety_perception,moderate,Cal. Penal Code § 1203.1; AB 1950 (2020),,2021,Tulare County,2021,0.2234248086152067,minor_disruption,progressive
