filename,county,relevant_date,date,year,document_type_clean,primary_topic_clean,secondary_topics_clean,ideology,is_progressive,is_traditional,ideology_score,ideological_orientation_clean,confidence_level_clean,progressive_indicators_clean,traditional_indicators_clean,extensive_margin_impact_clean,extensive_margin_direction_clean,extensive_lenient,extensive_punitive,intensive_margin_impact_clean,intensive_margin_direction_clean,intensive_lenient,intensive_punitive,supports_diversion_clean,supports_alternatives_clean,position_on_enhancements_clean,position_on_three_strikes_clean,position_on_bail_clean,position_on_juvenile_transfer_clean,racial_justice_emphasis_clean,da_administration_clean,office_wide_policy_clean,policy_change_clean,mandates_vs_guidance_clean,summary,key_quotes
2022.03.10_Riverside County_RJA Letter re Discovery Leal.pdf,Riverside County,03/10/2022,2022-03-10,2022.0,general_memo,racial_justice,"['discovery', 'death_penalty', 'administrative']",leans_progressive,1,0,1.0,leans_progressive,medium,"['voluntary compliance with Racial Justice Act discovery', 'proactive transparency in providing racial data', 'acknowledgment of potential racial disparities in prosecution']","['continued death penalty prosecutions', 'enhancement charges in murder cases']",low_impact,neutral,0,0,low_impact,neutral,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,moderate,MICHAEL A. HESTRIN,yes,unclear,informational,"This document is a response letter providing Racial Justice Act discovery data for murder cases from 2016-2021, including defendant and victim racial information, charges, enhancements, and death penalty notices. The DA's office voluntarily complies with the discovery request and demonstrates transparency by acknowledging significant data quality issues (43% incomplete/erroneous data) and engaging external auditors. While the document shows procedural cooperation with racial justice inquiries, it does not establish substantive policy changes regarding charging or sentencing practices.","[{'quote': 'the Office intends to voluntarily provide available discovery in response to your request', 'margin_type': 'administrative', 'significance': 'Shows proactive compliance with racial justice discovery requests'}, {'quote': 'Furthermore, I want to make you aware that the Office has engaged an external research team to perform an audit of the data contained in our case management system', 'margin_type': 'administrative', 'significance': 'Demonstrates commitment to data accuracy and transparency in racial justice analysis'}, {'quote': 'up to 43 percent of our data for all types of cases (not limited to murder cases) is incomplete or perhaps has errors', 'margin_type': 'administrative', 'significance': 'Acknowledges significant data limitations that could affect racial justice analysis'}]"
Riverside County_CRJA Powerpoint (AB 2542).pdf,Riverside County,11/01/2021,2021-11-01,2021.0,training_material,racial_justice,"['case_law_update', 'charging_decisions', 'sentencing', 'discovery']",leans_progressive,1,0,1.0,leans_progressive,medium,"['racial justice focus', 'implicit bias acknowledgment', 'statistical disparity analysis requirements', 'remedies that reduce charges and enhancements', 'elimination of death penalty for violations']","['neutral training tone without advocacy', 'focus on compliance rather than reform advocacy']",high_impact,more_lenient,1,0,high_impact,more_lenient,1,0,not_addressed,unclear,selective,not_addressed,not_addressed,not_addressed,high,not_mentioned,yes,clearly_new_policy,mandatory,"This training document explains California's Racial Justice Act (AB 2542) implementation for Riverside County prosecutors. The law prohibits race-based charging, conviction, and sentencing decisions, requiring statistical analysis of prosecutorial practices for racial disparities. The Act provides significant remedies including charge reduction, enhancement dismissal, mistrial declaration, and death penalty elimination when violations are proven. While presented as neutral compliance training, the underlying legislation represents a progressive approach to addressing systemic racial bias in prosecutorial decision-making.","[{'quote': ""We cannot simply accept the stark reality that race pervades our system of justice. Discrimination undermines public confidence in the fairness of the state's system of justice and deprives Californians of equal justice under law."", 'margin_type': 'both_margins', 'significance': 'Establishes the foundational premise for racial justice reform'}, {'quote': 'If the court determines that it would be in the interest of justice, dismiss enhancements, special circumstances, or special allegations, or reduce one or more charges.', 'margin_type': 'both_margins', 'significance': 'Shows concrete lenient remedies available for racial justice violations'}, {'quote': 'The defendant was charged or convicted of a more serious offense than defendants of other races, ethnicities, or national origins who commit similar offenses and are similarly situated', 'margin_type': 'extensive_margin', 'significance': 'Requires comparative analysis of charging decisions across racial lines'}]"
Riverside County_RJA Training.pdf,Riverside County,03/27/2022,2022-03-27,2022.0,training_material,racial_justice,"['case_law_update', 'charging_decisions', 'sentencing', 'discovery']",clearly_progressive,1,0,2.0,clearly_progressive,high,"['Explicit acknowledgment of implicit bias in criminal justice system', 'Statistical disparity analysis requirements', 'Remedies include charge dismissal and sentence reduction', 'Focus on systemic racial justice reform', ""Recognition that 'discrimination undermines public confidence'"", ""Legislative intent to 'remedy harm' rather than punish bias""]","['Maintains hate crime prosecution exception', 'Preserves some prosecutorial discretion within race-neutral framework']",high_impact,more_lenient,1,0,high_impact,more_lenient,1,0,not_addressed,unclear,minimize,not_addressed,not_addressed,not_addressed,high,not_mentioned,yes,clearly_new_policy,mandatory,"This training document introduces prosecutors to California's Racial Justice Act (AB 2542), which provides mechanisms to challenge criminal convictions and sentences based on racial bias. The document acknowledges systemic racism in criminal justice and outlines four types of violations, from individual bias to statistical disparities in charging and sentencing. The Act provides significant remedies including charge dismissal, sentence reduction, and mistrials when racial bias is proven by preponderance of evidence. This represents a major progressive reform prioritizing racial equity and requiring prosecutors to justify disparities with race-neutral explanations.","[{'quote': ""We cannot simply accept the stark reality that race pervades our system of justice. Discrimination undermines public confidence in the fairness of the state's system of justice and deprives Californians of equal justice under law."", 'margin_type': 'both_margins', 'significance': 'Establishes progressive framework acknowledging systemic racism'}, {'quote': 'If the court determines that it would be in the interest of justice, dismiss enhancements, special circumstances, or special allegations, or reduce one or more charges.', 'margin_type': 'both_margins', 'significance': 'Provides concrete lenient remedies for racial bias violations'}, {'quote': ""Violations have nothing to do with 'actual prejudice' or 'harmless error.'"", 'margin_type': 'both_margins', 'significance': 'Eliminates traditional barriers to relief, prioritizing equity over procedural hurdles'}]"
2017-2018_Sacramento County_Collaborative Courts Referral Quick Reference Guide.pdf,Sacramento County,,,,procedure_manual,diversion,"['sentencing', 'case_guidance']",clearly_progressive,1,0,2.0,clearly_progressive,high,"['Multiple specialized treatment courts', 'Case dismissal benefits for successful completion', 'Focus on treatment over punishment', 'Veterans-specific court recognizing special circumstances', 'Mental health treatment court', 'Drug treatment alternatives to incarceration', 'Reentry court for post-incarceration support']","['Some programs require change of plea before entry', 'Restitution requirements maintained in some programs']",high_impact,more_lenient,1,0,high_impact,more_lenient,1,0,yes,yes,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,continuation,informational,"This document serves as a procedural guide for Sacramento County's collaborative court system, detailing six specialized treatment courts including drug court, veterans treatment court, mental health court, DUI treatment court, reentry court, and reset court. The guide reflects a progressive prosecutorial approach that prioritizes treatment and rehabilitation over punishment, with most programs offering case dismissal or significant sentence reductions upon successful completion. The comprehensive nature of these diversion programs demonstrates the prosecutor's office commitment to addressing underlying causes of criminal behavior through specialized interventions rather than traditional incarceration-focused responses.","[{'quote': 'Graduation benefit--case dismissed if no victim restitution', 'margin_type': 'intensive_margin', 'significance': 'Shows lenient outcome for successful program completion'}, {'quote': 'Graduation benefit—suspended time stayed permanently; probation supervision time reduced to two years from date of graduation', 'margin_type': 'intensive_margin', 'significance': 'Demonstrates significant sentence reduction benefits for program completion'}, {'quote': 'MENTAL HEALTH TREATMENT COURT (SC)', 'margin_type': 'extensive_margin', 'significance': 'Shows recognition of mental health as factor requiring specialized treatment rather than standard prosecution'}]"
2018.05_Sacramento County_MDP-Application and Instructions.pdf,Sacramento County,05/18/2025,2025-05-18,2025.0,diversion_protocol,diversion,"['veteran_services', 'mental_health', 'procedure_manual']",clearly_progressive,1,0,2.0,clearly_progressive,high,"['comprehensive_diversion_program', 'treatment_over_punishment_focus', 'recognition_of_service_related_trauma', 'collaboration_with_VA_services', 'dismissal_of_charges_upon_completion', 'individualized_treatment_plans']","['victim_restitution_requirements', 'compliance_monitoring', 'threat_of_prosecution_resumption']",high_impact,more_lenient,1,0,moderate_impact,more_lenient,1,0,yes,yes,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,unclear,mandatory,"This document establishes Sacramento County's Military Diversion Program, providing a comprehensive framework for diverting veterans with service-related mental health conditions from traditional prosecution to treatment-based interventions. The program allows eligible veterans charged with misdemeanors to avoid criminal conviction through successful completion of individualized treatment plans over 12-24 months. The policy reflects a progressive, trauma-informed approach to criminal justice that prioritizes rehabilitation and recognizes the unique circumstances of military service members, ultimately resulting in case dismissal rather than criminal sanctions.","[{'quote': 'Upon successful completion of the Military Diversion Program, the court shall dismiss the pending charges in this case pursuant to1001.80(c) of the Penal Code.', 'margin_type': 'extensive_margin', 'significance': 'Shows complete diversion from criminal justice system'}, {'quote': ""Suffer from 'sexual trauma, traumatic brain injury, post-traumatic stress disorder, substance abuse, or mental health problems' as a result of your military service"", 'margin_type': 'extensive_margin', 'significance': 'Demonstrates trauma-informed approach to eligibility'}, {'quote': 'Successfully comply with and complete the treatment plan and all its conditions deemed appropriate by the treatment provider(s)', 'margin_type': 'intensive_margin', 'significance': 'Emphasizes treatment over punishment for program participants'}]"
2018.07.13_Sacramento County_Mental Health Diversion-Memorandum.pdf,Sacramento County,07/13/2018,2018-07-13,2018.0,procedure_manual,diversion,"['mental_health', 'competency', 'case_guidance']",clearly_progressive,1,0,2.0,clearly_progressive,high,"['comprehensive mental health diversion program', 'emphasis on treatment over punishment', 'broad eligibility criteria covering all crimes', 'successful completion results in case dismissal and record sealing', 'focus on addressing root causes of criminal behavior', 'therapeutic justice approach']","[""exclusions for certain dangerous offenses ('super strikes')"", 'dangerousness assessment requirements', 'victim and community safety considerations']",high_impact,more_lenient,1,0,moderate_impact,more_lenient,1,0,yes,yes,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,clearly_new_policy,strong_guidance,"This comprehensive procedural manual implements California's AB 1810 mental health diversion program, providing detailed guidance for diverting defendants with mental disorders from prosecution to treatment programs. The document establishes a therapeutic justice framework that allows all crimes to be eligible for diversion, with successful completion resulting in case dismissal and record sealing. While including necessary safety provisions, the policy represents a significant shift toward addressing mental health as a root cause of criminal behavior rather than relying solely on punitive measures.","[{'quote': 'All crimes, felony or misdemeanor, are potentially eligible for diversion.', 'margin_type': 'extensive', 'significance': 'Shows broad scope of diversion eligibility'}, {'quote': 'Upon successful completion of diversion, if the court dismisses the charges, the arrest upon which the diversion was based shall be deemed never to have occurred.', 'margin_type': 'extensive', 'significance': 'Demonstrates complete removal from criminal justice system'}, {'quote': ""The purpose of the program is not to secure the defendant's trial competency, but to offer treatment for an underlying mental disorder."", 'margin_type': 'intensive', 'significance': 'Emphasizes therapeutic rather than purely procedural goals'}]"
2018.10.15_Sacramento County_Mental Health Diversion Process-for Felony Cases Only.pdf,Sacramento County,10/15/2018,2018-10-15,2018.0,diversion_protocol,diversion,"['mental_health', 'case_processing', 'administrative']",clearly_progressive,1,0,2.0,clearly_progressive,high,"['comprehensive mental health diversion program', 'treatment-focused approach over punishment', 'collaborative development with public defender and behavioral health', 'charges dismissed upon successful completion', 'arrest deemed to have never occurred', 'linkages to treatment services for uninsured and homeless', 'confidentiality protections for medical information', 'alternatives like Mental Health Treatment Court']","['exclusion of serious violent crimes from eligibility', 'public safety risk assessment requirement', 'DA authority to file motions to terminate diversion']",high_impact,more_lenient,1,0,moderate_impact,more_lenient,1,0,yes,yes,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,District Attorney's Office mentioned as collaborator,yes,clearly_new_policy,mandatory,"This document establishes a comprehensive mental health diversion protocol for felony cases in Sacramento County, developed collaboratively between prosecution, defense, and behavioral health services. The program allows defendants with qualifying mental disorders to receive treatment instead of traditional prosecution, with successful completion resulting in complete dismissal of charges and the arrest being deemed to have never occurred. The protocol reflects a clearly progressive, treatment-oriented approach that prioritizes therapeutic intervention over punishment while maintaining some traditional safeguards for public safety and serious violent crimes.","[{'quote': 'If the defendant performs satisfactorily during the period of diversion, the criminal charges shall be dismissed and the arrest upon which the diversion was based shall be deemed to have never occurred.', 'margin_type': 'extensive_margin', 'significance': 'Shows complete removal from criminal justice system'}, {'quote': ""This process was developed in collaboration with the District Attorney's Office; Office of the Public Defender, Criminal Conflict Defenders, and the Behavioral Health Division"", 'margin_type': 'extensive_margin', 'significance': 'Demonstrates collaborative, treatment-focused approach'}, {'quote': 'The Office of the Public Defender and the Behavioral Health Division worked together and developed additional instructional documents to assist defendants with linking to mental health services, when they are not already linked', 'margin_type': 'extensive_margin', 'significance': 'Shows commitment to ensuring access to treatment services'}]"
2018.10.18_Sacramento County_Sac Superior Court Mental Health Court - Internal Procedures.pdf,Sacramento County,10/18/2018,2018-10-18,2018.0,diversion_protocol,diversion,"['mental_health', 'substance_abuse', 'treatment', 'collaborative_courts']",clearly_progressive,1,0,2.0,clearly_progressive,high,"['comprehensive diversion program for mentally ill defendants', 'treatment-focused approach over punishment', 'case dismissal upon successful completion', 'incarceration as last resort', 'collaborative multidisciplinary team approach', 'focus on addressing root causes through mental health and substance abuse treatment', 'individualized treatment planning', 'connection to community services and housing']","['exclusion of violent felons and sex offenders', 'requirement for legal residency', 'structured supervision and drug testing']",high_impact,more_lenient,1,0,high_impact,more_lenient,1,0,yes,yes,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,continuation,mandatory,"This document establishes comprehensive internal procedures for Sacramento County's Mental Health Court diversion program, implemented through collaboration between the DA's office, public defender, courts, and treatment providers. The program diverts defendants with serious mental illness into treatment-focused alternatives to traditional prosecution, offering case dismissal upon successful completion of a minimum 12-month treatment program. The approach emphasizes therapeutic intervention, community-based treatment, and graduated sanctions over punishment, representing a clearly progressive prosecutorial philosophy that prioritizes addressing underlying mental health and substance abuse issues.","[{'quote': 'The mission of the Sacramento Superior Court Mental Health is to enhance public safety and reduce recidivism of criminal defendants who suffer from a serious mental illness and may also suffer from a substance use disorder by matching them to the needed support level of inpatient and/or outpatient treatment services.', 'margin_type': 'extensive', 'relevance': 'Shows treatment-focused mission rather than punishment-focused'}, {'quote': 'Upon successful completion of the program, the participant may be allowed to withdraw their plea and have the case dismissed. In addition, any term of probation will be terminated unless the participant owes victim restitution or their plea agreement specifies another result.', 'margin_type': 'extensive', 'relevance': 'Demonstrates significant diversion benefit - complete case dismissal'}, {'quote': 'Incarceration is generally a sanction of last resort; however a participant may be remanded into custody if the participant is engaging in high-risk behaviors and presents a threat to self or public safety.', 'margin_type': 'intensive', 'relevance': 'Shows preference for alternatives to incarceration even within the program'}]"
2018.11.06_Sacramento County_Mental Health Diversion-Memorandum.pdf,Sacramento County,11/06/2018,2018-11-06,2018.0,procedure_manual,diversion,"['mental_health', 'case_guidance', 'administrative']",leans_progressive,1,0,1.0,leans_progressive,high,"['comprehensive mental health diversion program', 'treatment-focused approach over punishment', 'dismissal of charges upon successful completion', 'broad eligibility criteria for mental disorders', 'emphasis on community-based treatment', 'recognition that inability to pay restitution due to mental disorder should not disqualify from diversion']","['exclusion of certain serious crimes from diversion eligibility', 'public safety risk assessment requirements', 'provisions for termination and reinstatement of criminal proceedings', 'consideration of criminal history in eligibility decisions']",high_impact,more_lenient,1,0,moderate_impact,more_lenient,1,0,yes,yes,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,clearly_new_policy,informational,"This document provides comprehensive procedural guidance for implementing California's new mental health diversion statutes (AB 1810 and SB 215), which allow courts to divert defendants with qualifying mental disorders to treatment programs instead of prosecution. The policy reflects a treatment-oriented approach that prioritizes addressing underlying mental health issues over punishment, while maintaining public safety considerations through crime exclusions and risk assessments. Upon successful completion, charges are dismissed entirely and the arrest is deemed never to have occurred, representing a significant expansion of alternatives to traditional prosecution for mentally ill defendants.","[{'quote': ""The purpose of this chapter is to promote all of the following: (a) Increased diversion of individuals with mental disorders to mitigate the individuals' entry and reentry into the criminal justice system while protecting public safety."", 'margin_type': 'extensive', 'significance': 'Establishes the core progressive goal of reducing criminal justice involvement for mentally ill defendants'}, {'quote': ""a defendant's inability to pay restitution due to indigence or mental disorder shall not be grounds for denial of diversion or a finding that the defendant has failed to comply with the terms of diversion"", 'margin_type': 'extensive', 'significance': 'Reflects progressive concern about not penalizing defendants for poverty or disability'}, {'quote': 'Upon successful completion of diversion, if the court dismisses the charges, the arrest upon which the diversion was based shall be deemed never to have occurred', 'margin_type': 'intensive', 'significance': 'Shows the complete rehabilitative rather than punitive approach - successful participants face no lasting consequences'}]"
2018-2019_Sacramento County_Mental Health Diversion Process for Misdemeanor Cases Only.pdf,Sacramento County,,,,diversion_protocol,diversion,"['mental_health', 'case_guidance', 'administrative']",clearly_progressive,1,0,2.0,clearly_progressive,high,"['comprehensive mental health diversion program', 'collaborative approach between DA and defense', 'treatment-focused rather than punishment-focused', 'complete dismissal and record clearing upon successful completion', 'linkages to community mental health services', 'consideration of homelessness and insurance status in treatment planning', 'multiple alternative pathways including conservatorship referrals']","['exclusion of serious violent crimes from eligibility', 'public safety risk assessment requirement', 'DA retains authority to file motions to terminate diversion']",high_impact,more_lenient,1,0,moderate_impact,more_lenient,1,0,yes,yes,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,clearly_new_policy,mandatory,"This document establishes a comprehensive mental health diversion protocol for misdemeanor cases in Sacramento County, developed collaboratively between the DA's office, public defenders, and behavioral health services. The protocol allows defendants with qualifying mental disorders to receive treatment instead of traditional prosecution, with successful completion resulting in complete dismissal of charges and clearing of arrest records. The policy reflects a progressive, treatment-oriented approach that prioritizes addressing underlying mental health issues over punishment, while maintaining some traditional public safety exclusions for serious violent crimes.","[{'quote': 'If the defendant performs satisfactorily during the period of diversion, the criminal charges shall be dismissed and the arrest upon which the diversion was based shall be deemed to have never occurred.', 'margin_type': 'extensive_margin', 'significance': 'Shows complete removal from criminal justice system'}, {'quote': ""This process was developed in collaboration with the District Attorney's Office; Office of the Public Defender, Criminal Conflict Defenders, and the Behavioral Health Division"", 'margin_type': 'extensive_margin', 'significance': 'Demonstrates collaborative, treatment-focused approach'}, {'quote': 'The Office of the Public Defender and the Behavioral Health Division worked together and developed additional instructional documents to assist defendants with linking to mental health services, when they are not already linked.', 'margin_type': 'extensive_margin', 'significance': 'Shows proactive effort to connect defendants with treatment resources'}]"
2018-2019_Sacramento County_Mental Health Diversion-Process for Felony Cases Only.pdf,Sacramento County,,,,diversion_protocol,diversion,"['mental_health', 'case_guidance', 'administrative']",leans_progressive,1,0,1.0,leans_progressive,high,"['comprehensive mental health diversion program', 'treatment-focused approach over punishment', 'charges dismissed upon successful completion', 'collaborative development with public defender and behavioral health', 'linkages to treatment services for uninsured and homeless defendants', 'alternative to incarceration through community treatment']","['excludes serious violent crimes like murder and sex offenses', 'allows DA to file motions to terminate diversion', 'maintains restitution requirements', 'includes public safety risk assessment']",high_impact,more_lenient,1,0,low_impact,neutral,0,0,yes,yes,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,clearly_new_policy,mandatory,"This document establishes a comprehensive mental health diversion protocol for felony cases in Sacramento County, implementing California Penal Code section 1001.36. The protocol creates a structured process for diverting mentally ill defendants from traditional prosecution to community-based treatment, with successful completion resulting in complete dismissal of charges. While excluding serious violent crimes, the program demonstrates a progressive, treatment-focused approach developed collaboratively between prosecution, defense, and behavioral health agencies, with extensive support systems to help defendants access mental health services.","[{'quote': 'If the defendant performs satisfactorily during the period of diversion, the criminal charges shall be dismissed and the arrest upon which the diversion was based shall be deemed to have never occurred.', 'margin_type': 'extensive', 'significance': 'Shows complete removal from criminal justice system upon successful completion'}, {'quote': ""This process was developed in collaboration with the District Attorney's Office; Office of the Public Defender, Criminal Conflict Defenders, and the Behavioral Health Division"", 'margin_type': 'extensive', 'significance': 'Demonstrates collaborative, treatment-oriented approach involving defense and mental health professionals'}, {'quote': 'The Office of the Public Defender and the Behavioral Health Division worked together and developed additional instructional documents to assist defendants with linking to mental health services, when they are not already linked.', 'margin_type': 'extensive', 'significance': 'Shows proactive effort to connect defendants to treatment services regardless of insurance or housing status'}]"
2019.02.26_Sacramento County_Sac Juvenile Court Dedicated Calendar.pdf,Sacramento County,02/26/2019,2019-02-26,2019.0,procedure_manual,juvenile,"['victim_services', 'diversion', 'case_guidance']",clearly_progressive,1,0,2.0,clearly_progressive,high,"['trauma-informed approach', 'treatment-focused court model', 'individualized probation conditions', 'multi-disciplinary collaboration', 'youth-centered decision making', 'alternatives to traditional prosecution', 'focus on rehabilitation over punishment', 'specialized court for vulnerable populations']","['public safety considerations mentioned', 'coordination with adult prosecutions']",high_impact,more_lenient,1,0,high_impact,more_lenient,1,0,yes,yes,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,continuation,mandatory,"This document outlines the procedures for Sacramento County's Dedicated Calendar, a specialized juvenile court for commercially sexually exploited youth that operates on clearly progressive principles. The system emphasizes trauma-informed, treatment-focused approaches over traditional prosecution, with prosecutors explicitly tasked to recommend dispositions that support youth progress rather than maximize punishment. The multi-disciplinary team structure and individualized conditions represent a fundamental departure from traditional juvenile justice toward rehabilitation and support services.","[{'quote': ""Based on MDT discussion and available information, determine a recommended disposition or charge to present in court that best supports the youth's progress toward goals, while balancing public safety."", 'margin_type': 'intensive_margin', 'significance': 'Shows DA role prioritizes youth rehabilitation over punishment maximization'}, {'quote': 'The purpose of the Dedicated Calendar is to: Provide a trauma-informed, treatment-focused juvenile court model for youth who have experienced or are at risk of commercial sexual exploitation.', 'margin_type': 'extensive_margin', 'significance': 'Demonstrates fundamental shift from traditional prosecution to treatment model'}, {'quote': ""The Dedicated Calendar utilizes individualized probation conditions rather than a default set of conditions employed by most juvenile courts. These individualized conditions are based on the youth's circumstances, strengths, and needs, as well as the charges."", 'margin_type': 'intensive_margin', 'significance': 'Shows rejection of one-size-fits-all punitive approach in favor of individualized treatment'}]"
2019.04_Sacramento County_Collaborative Courts-How to Guide.pdf,Sacramento County,04/19/2025,2025-04-19,2025.0,procedure_manual,diversion,"['sentencing', 'case_guidance', 'administrative']",clearly_progressive,1,0,2.0,clearly_progressive,high,"['Comprehensive treatment court system prioritizing rehabilitation', 'Case dismissals upon successful program completion', 'Trauma-informed approaches (PTSD, sexual trauma recognition)', 'Alternatives to incarceration emphasized throughout', 'Collaborative approach with mental health and social services', 'Recognition of underlying causes (mental health, substance abuse, military trauma)', 'Specialized court for sex trafficking victims rather than prosecution']","['Exclusions for violent felonies and sex offenses', 'Victim impact considerations maintained', 'Some mandatory custody time requirements in DUI court']",high_impact,more_lenient,1,0,high_impact,more_lenient,1,0,yes,yes,minimize,not_addressed,not_addressed,not_addressed,low,not_mentioned,yes,clearly_new_policy,mandatory,"This comprehensive procedural manual establishes seven specialized treatment courts (Mental Health, Veterans, Drug, Reentry, DUI, ReSET, and Proposition 36) that provide alternatives to traditional prosecution for defendants with underlying issues like mental illness, substance abuse, and military trauma. The document reflects a clearly progressive prosecutorial philosophy that prioritizes treatment, rehabilitation, and addressing root causes of criminal behavior over punishment. Most programs offer case dismissal upon successful completion, demonstrating significant impact on both who enters the traditional criminal justice system and how those who do are ultimately treated.","[{'quote': 'If offender successfully completes the MHTC, the conviction is dismissed and probation is terminated, absent some other agreement or if offender still owes victim restitution.', 'margin_type': 'intensive_margin', 'significance': 'Demonstrates substantial leniency for successful program completion'}, {'quote': 'The goals of MHTC are to reduce recidivism and offer cost effective alternatives to incarceration and hospitalization. Through treatment, frequent court appearances, and monitoring, the program will hold participants accountable while assisting them in achieving long-term stability and becoming successful and law abiding community members.', 'margin_type': 'extensive_margin', 'significance': 'Shows clear prioritization of treatment and alternatives over traditional prosecution'}, {'quote': ""In the interests of justice, a prospective participant, who may otherwise be ineligible due to factors stated above, may be allowed into MHTC at the discretion of the District Attorney's office."", 'margin_type': 'extensive_margin', 'significance': 'Indicates flexibility and preference for inclusion in diversion programs even for borderline cases'}]"
2019.05_Sacramento County_Memo of Understanding of CSEC Program Interagency Protocol.pdf,Sacramento County,05/19/2025,2025-05-19,2025.0,procedure_manual,juvenile,"['victim_services', 'administrative']",clearly_progressive,1,0,2.0,clearly_progressive,high,"['victim-centered approach treating CSEC as child abuse rather than crime', 'trauma-responsive and strengths-based services', 'harm reduction approach to delinquent behavior', 'extensive diversion and service coordination', 'explicit protection from criminalization', 'restorative justice elements through multidisciplinary teams', 'cultural competency and LGBTQ+ affirming language']","['mandatory reporting requirements', 'coordination with law enforcement for investigation']",high_impact,more_lenient,1,0,moderate_impact,more_lenient,1,0,yes,yes,not_addressed,not_addressed,not_addressed,not_addressed,moderate,not_mentioned,yes,modification,mandatory,"This document establishes a comprehensive interagency protocol for Sacramento County's approach to commercially sexually exploited children (CSEC) that fundamentally treats these youth as victims rather than offenders. The protocol mandates a victim-centered, trauma-responsive approach with extensive service coordination through multidisciplinary teams, explicitly prohibits criminalization of exploitation victims, and prioritizes harm reduction and child welfare over punishment. The document represents a progressive shift in prosecutorial approach that emphasizes diversion, treatment, and protection of vulnerable youth while maintaining necessary law enforcement coordination for investigating crimes against children.","[{'quote': 'Commercial Sexual Exploitation of Children: a. Must be understood as child abuse and reported as such, and b. Sexually exploited children cannot be criminalized for their sexual exploitation.', 'margin_type': 'extensive_margin', 'significance': 'Establishes fundamental principle against criminalization'}, {'quote': 'Delinquent behavior by commercially sexually exploited children will be responded to with the best interest of the child as the priority utilizing a harm reduction approach.', 'margin_type': 'intensive_margin', 'significance': 'Shows progressive approach to any criminal behavior by CSEC victims'}, {'quote': 'Information shared during Team Meetings cannot be used for prosecution of youth served under the CSEC Protocol.', 'margin_type': 'extensive_margin', 'significance': 'Explicit protection preventing information sharing from leading to prosecution'}]"
2019.06.04_Sacramento County_Citizen's Academy-Collaborative Courts.pdf,Sacramento County,06/04/2019,2019-06-04,2019.0,training_material,diversion,"['sentencing', 'case_guidance', 'administrative']",leans_progressive,1,0,1.0,leans_progressive,high,"['Multiple diversion programs for various populations', 'Therapeutic jurisprudence approach', 'Treatment-focused rather than punishment-focused', 'Case dismissals upon successful completion', 'Collaborative multidisciplinary teams', 'Addressing underlying criminogenic needs', 'Mental health and substance abuse treatment emphasis']","['Exclusions for violent offenses and sex crimes', 'Flash incarceration as sanctions', 'Victim restitution requirements', 'Strict eligibility criteria', 'Program termination leads to serving suspended sentences']",high_impact,more_lenient,1,0,moderate_impact,more_lenient,1,0,yes,yes,not_addressed,flexible,not_addressed,not_addressed,not_addressed,not_mentioned,yes,continuation,informational,"This training document presents Sacramento County's collaborative court programs, detailing multiple diversion options including Mental Health Court, Drug Court, Veterans Court, DUI Treatment Court, and Reentry Court. The programs reflect a therapeutic jurisprudence approach that diverts eligible defendants from traditional prosecution into treatment-focused alternatives. While maintaining eligibility restrictions and sanctions for non-compliance, the overall emphasis is on addressing underlying causes of criminal behavior through collaborative, multidisciplinary treatment rather than purely punitive responses. The document demonstrates an institutionalized progressive approach to prosecution that prioritizes rehabilitation and treatment over incarceration for qualifying cases.","[{'quote': ""Court based on 'therapeutic jurisprudence' - Promote mental health treatment via rewards (praise, gift cards, less-frequent court appearances) and sanctions"", 'margin_type': 'intensive_margin', 'significance': 'Shows treatment-focused rather than punishment-focused approach'}, {'quote': 'Diversionary court for seriously mentally-ill, non-violent misdemeanor and felony offenders', 'margin_type': 'extensive_margin', 'significance': 'Demonstrates systematic diversion from traditional prosecution'}, {'quote': 'Withdraw plea, case dismissed (if victim restitution paid), unless otherwise agreed at sentencing', 'margin_type': 'intensive_margin', 'significance': 'Shows lenient outcomes for successful program completion'}]"
